144, 35, 15,
87, 44, 71,
80, -27, 65,
55, 45, 72,
117, 4, 62,
102, 30, 72,
101, -228, 134,
65, -5, 58,
167, 37, 88,
74, 8, 71,
132, 38, 56,
135, 14, 64,
90, 47, 68,
141, 46, 93,
56, -13, 24,
107, 14, 67,
98, 19, 111,
43, 36, 27,
96, -24, 57,
77, 0, 17,
79, 4, 33,
67, 29, 81,
93, 8, 14,
116, 80, 51,
106, -31, 86,
97, 29, 27,
108, 2, 62,
75, 18, 70,
135, 4, 45,
98, 31, 92,
121, 1, 75,
127, -13, 57,
83, -31, 43,
89, 39, 69,
128, -41, 46,
119, 14, 80,
106, 35, 63,
80, -1, 79,
105, 10, 74,
75, -18, 43,
90, -14, 48,
88, -8, 53,
70, -6, 101,
74, -6, 38,
112, 35, 48,
94, 24, 72,
114, 23, 32,
92, 21, 142,
106, 50, 46,
66, 12, 43,
118, -1, 21,
70, 34, -6,
101, 64, 41,
88, 20, 74,
155, 73, 103,
72, 60, 57,
63, 47, 12,
54, 9, 84,
48, 15, 27,
156, -2, 72,
90, 39, 49,
83, -18, 68,
115, -30, 35,
93, 72, 67,
58, 26, 67,
104, 25, 33,
123, 11, 43,
92, 45, 85,
117, 35, 71,
99, 30, 59,
104, 21, 90,
62, -24, 100,
99, -27, 28,
134, 6, 80,
80, 4, 93,
63, 84, 55,
79, 7, 19,
111, 49, 37,
85, 40, 49,
93, 56, 85,
59, 29, 39,
22, 3, 92,
93, 38, 48,
124, 34, 39,
55, -48, 54,
71, 43, 19,
95, -5, 7,
122, 17, 35,
116, 20, 91,
95, 22, 37,
111, 2, -4,
86, 30, 70,
76, 27, 81,
143, 19, 21,
108, 62, 75,
64, 12, 72,
108, 44, 66,
77, 43, 55,
127, 44, 52,
114, 42, 82,
99, 15, 34,
84, 16, 80,
96, 7, 24,
103, 32, 59,
89, 9, 71,
70, -21, 76,
76, 58, 43,
99, -28, 78,
118, 17, 64,
96, 7, 6,
147, 37, 54,
77, 23, 70,
116, 15, 60,
98, 59, 73,
100, 1, 53,
58, 75, 65,
87, 21, 10,
105, 50, 44,
108, 69, 128,
57, 54, 15,
48, -2, 25,
83, 12, 72,
120, -216, 86,
90, 1, 41,
85, 4, 40,
51, 6, 63,
68, 3, 62,
163, 31, 53,
95, 39, 103,
73, -33, 62,
98, 60, 89,
69, -12, 67,
99, 67, 24,
95, 109, 69,
64, 9, 37,
84, 22, 32,
119, 44, 76,
115, 58, 107,
114, 58, 41,
76, -12, 7,
103, -12, 71,
108, 17, 31,
71, -8, 24,
119, 32, 90,
82, -15, 62,
138, 39, 42,
122, 11, 99,
66, -2, 37,
118, 41, 52,
91, 29, 15,
145, -1, 49,
64, 24, 70,
98, 40, 43,
95, 41, 32,
91, 18, 37,
120, 14, 54,
73, 37, 48,
99, 82, 45,
132, 40, 73,
48, 24, 86,
94, -15, 54,
98, 10, 76,
47, -13, 70,
81, 41, 54,
98, 19, 41,
82, 47, 71,
140, 40, 70,
85, 16, 32,
114, -13, 28,
50, 3, 79,
108, -11, 16,
35, 59, 45,
64, -4, 52,
105, 63, 102,
63, 9, 53,
131, 8, 76,
56, 27, 41,
64, 19, 61,
119, 50, 77,
96, 3, 33,
104, 7, 95,
73, 17, 7,
107, 36, 38,
109, 33, 78,
43, 36, 27,
133, 15, 88,
99, 45, 65,
98, 34, 88,
80, 29, 99,
81, -29, 57,
105, -27, 56,
48, 86, 77,
152, -17, 45,
140, 68, 62,
93, 46, 43,
94, -15, 48,
100, 51, 66,
71, -15, 30,
61, 22, 60,
152, 41, 39,
59, 51, 56,
67, 27, 57,
82, 23, 52,
96, -7, 59,
138, 30, 60,
106, 31, 27,
55, -23, 82,
114, -10, 88,
104, 20, 87,
103, 36, 64,
81, 12, 75,
136, 248, 65,
59, 43, 45,
59, 24, 55,
70, 43, 14,
165, 13, 98,
84, -8, 39,
71, 45, 0,
92, -1, 8,
123, 44, 113,
77, 18, 43,
65, 12, 31,
114, 40, 11,
82, 53, 106,
102, 27, 85,
113, 39, 36,
112, 53, 57,
75, 7, 62,
102, 61, 48,
133, -9, 58,
148, 29, 74,
74, 43, 40,
103, 34, 95,
88, 41, 67,
85, 10, -20,
129, 84, 69,
101, 19, 48,
99, 43, 72,
59, 10, 60,
84, 32, 80,
121, 6, 98,
123, 65, 69,
67, -23, 58,
61, -30, 43,
104, 35, 53,
136, 62, 50,
77, 12, 79,
116, -6, 73,
88, -21, 24,
134, -1, 74,
88, -14, 32,
53, 16, 41,
95, 20, 91,
79, 62, 33,
67, 57, 29,
66, 7, 14,
101, 46, 94,
87, 35, 28,
122, 27, 20,
61, 51, 109,
98, 19, -4,
96, 25, 74,
73, -3, 64,
96, 19, 88,
122, 3, 45,
81, -25, 48,
134, 21, 64,
104, 46, 79,
135, 36, 52,
107, 22, 89,
106, 3, 14,
66, 2, 67,
70, 52, 92,
76, 50, 58,
103, -34, 3,
123, 65, 84,
59, -19, 88,
100, 14, 64,
22, 35, 94,
119, 3, 66,
147, 72, 48,
70, 37, 89,
91, -35, 5,
129, 54, 71,
101, 80, 89,
90, 63, 17,
80, 33, 63,
25, 10, 62,
114, 77, 24,
104, 60, 62,
106, 17, 34,
108, 50, 65,
70, 72, 42,
65, 40, 59,
58, -18, 54,
84, 26, 14,
136, 76, 35,
44, -54, 68,
47, 91, 106,
133, 26, 71,
77, 37, 109,
123, 45, 44,
75, 41, 32,
98, -32, 23,
90, 6, 119,
145, 54, 92,
98, 4, 73,
78, 29, 83,
123, 4, 62,
117, 22, 35,
108, -13, 75,
116, 14, 54,
149, 19, 61,
78, 52, 32,
118, 18, 53,
89, 11, 38,
78, 16, 51,
62, 29, -1,
102, 25, 28,
155, 15, 45,
126, -1, 70,
147, 31, 15,
80, -23, 76,
82, 65, 23,
98, 9, 66,
11, -10, 33,
75, 19, 69,
154, -228, 84,
108, 72, 85,
141, 56, 78,
69, 25, 48,
138, 48, 60,
83, 0, 72,
95, 9, 82,
88, 20, 86,
72, 16, 36,
118, 50, 90,
138, 71, 100,
107, 15, 69,
93, 33, 105,
59, 24, 32,
53, -19, 5,
113, 1, 52,
101, 23, 65,
88, 54, 48,
118, 33, 72,
112, 33, 75,
93, 13, 62,
68, 62, 33,
72, 24, 49,
106, 5, 69,
98, 38, 46,
88, 23, 70,
70, 45, 110,
113, 8, 41,
58, 0, 50,
74, 50, 87,
110, 31, 3,
116, 2, 55,
148, 42, 3,
88, 37, 81,
138, -8, 58,
53, 74, 106,
73, 28, -18,
92, 30, 83,
81, -19, 75,
87, 53, 72,
124, 21, 89,
86, 20, 105,
91, 30, 69,
57, -11, 27,
86, 23, 62,
139, 53, 104,
115, 12, 66,
91, 35, 96,
71, 24, 19,
105, 9, 92,
206, 31, 119,
82, 31, 63,
114, -3, 19,
108, 61, 99,
64, 54, 53,
107, 66, 23,
127, 35, 65,
79, 31, 46,
70, 26, 38,
93, 68, 93,
121, 42, 49,
128, 19, 9,
147, 29, 58,
83, 40, 90,
79, 43, 47,
125, -1, 100,
74, 65, 67,
62, 21, 88,
19, 23, 83,
107, 44, 53,
80, 41, 53,
113, 1, 88,
117, 36, 45,
124, 64, 92,
101, 37, 67,
117, 47, 86,
85, 84, 114,
153, 17, 66,
80, 34, 28,
64, 48, 103,
131, 12, 63,
111, -5, 67,
125, 44, 55,
109, 43, 25,
103, 8, 57,
110, 38, 61,
98, 21, 82,
79, 8, 65,
125, 42, 60,
80, -8, 18,
107, 35, 39,
85, -8, 31,
114, 42, 68,
153, 111, 60,
132, -1, 75,
70, -28, 78,
127, 60, 105,
105, 11, 64,
69, 55, 89,
75, 24, 46,
96, 16, 103,
54, -25, 66,
103, -8, 56,
73, -3, 37,
110, 22, 35,
154, 75, 96,
119, 11, 102,
50, 11, 23,
91, 59, 23,
71, 11, 70,
132, 55, 51,
88, 23, 50,
81, 17, 42,
27, -21, 67,
88, -14, 52,
75, 13, 66,
85, -2, 27,
91, -31, 19,
113, 84, 56,
68, 6, 72,
18, 10, 25,
151, 54, 70,
126, 49, 34,
101, 49, 49,
108, 57, 78,
62, 36, 27,
78, 59, -15,
117, 2, 66,
109, 23, 101,
71, 24, 83,
60, 37, 31,
60, 49, 92,
92, 41, 7,
108, 43, 35,
115, 79, 56,
76, 6, 101,
135, 3, -10,
75, 21, 31,
104, -43, 53,
100, -33, 52,
72, 57, 68,
121, 1, 92,
99, 31, 66,
76, -2, 42,
123, 54, 82,
87, 44, 24,
122, 29, 25,
92, 17, 47,
82, 41, 68,
116, 19, 112,
60, 11, 9,
95, 12, 14,
106, 37, 54,
98, 60, 38,
85, 43, 72,
81, -14, 80,
89, 41, 79,
119, 15, 55,
128, 19, 41,
122, 33, 57,
91, 41, 95,
122, 50, 56,
58, -23, 40,
106, 31, 56,
60, 16, 56,
143, 59, 28,
81, 28, 38,
133, 15, 40,
69, -6, 87,
141, 61, 92,
97, -9, 45,
129, 24, 116,
58, -6, 22,
112, 32, 84,
66, 243, 72,
63, 12, 46,
84, 42, 65,
103, 21, 83,
107, 37, 32,
153, 29, 99,
50, -24, 56,
92, -19, 92,
138, 49, 83,
101, 15, 64,
53, 2, 20,
63, -3, 97,
89, 77, -13,
105, 65, 14,
66, 44, 70,
132, 69, 102,
130, 43, 23,
153, -3, 58,
106, 14, 78,
66, 24, 127,
95, -5, 116,
104, 45, 49,
73, 10, 13,
100, 5, 29,
80, 44, 15,
117, -2, 80,
133, 37, 79,
105, 9, 55,
130, 15, 70,
141, 62, 78,
105, 39, 30,
93, 33, 114,
114, 27, 125,
116, -46, 35,
116, 42, 92,
102, 13, 11,
117, 19, 55,
84, 12, 52,
112, 1, 52,
77, 36, 57,
97, 14, 29,
116, 2, 64,
58, 11, 68,
79, 36, 60,
116, 22, 98,
114, 43, 41,
99, 50, 51,
111, 53, 72,
108, 9, 42,
108, 75, 65,
108, 102, 19,
75, 43, 35,
73, 5, 15,
123, 56, 91,
5, 12, 80,
84, 72, 86,
65, -11, 42,
144, 106, 13,
133, 30, 82,
54, 60, 35,
120, 84, 81,
27, 43, 110,
116, 24, 30,
94, 16, 47,
126, 73, 125,
91, 25, 59,
109, 28, 47,
135, 37, 81,
100, 1, 93,
102, -6, 108,
80, 16, 29,
93, -18, 40,
99, 31, 3,
97, 25, 94,
119, 16, 61,
117, -1, 19,
113, 89, 26,
109, 33, 94,
68, 56, 94,
71, 26, 65,
