0.210000,0.006774
0.516250,0.038134
0.183750,0.050754
-0.166250,0.027504
0.376250,0.070460
0.218750,0.090527
0.061250,0.086302
0.717500,0.181520
0.393750,0.214530
0.770000,0.302775
-0.008750,0.252553
0.402500,0.276974
0.647500,0.337746
0.061250,0.292173
0.752500,0.368304
0.411250,0.375423
0.271250,0.358126
0.463750,0.375684
0.743750,0.436918
0.288750,0.412255
0.245000,0.384403
0.490000,0.401992
0.840000,0.474963
-0.061250,0.385620
0.245000,0.362188
0.341250,0.358699
0.542500,0.389329
0.393750,0.390066
0.402500,0.392138
0.551250,0.418656
0.385000,0.413047
0.236250,0.383581
0.481250,0.399859
0.026250,0.337591
0.481250,0.361534
0.385000,0.365445
0.061250,0.314746
0.140000,0.285622
0.105000,0.255518
0.201250,0.246474
0.358750,0.265186
0.630000,0.325989
0.533750,0.360615
0.402500,0.367596
0.350000,0.364664
0.612500,0.405970
0.437500,0.411225
0.175000,0.371854
0.577500,0.406128
0.472500,0.417190
0.358750,0.407450
0.717500,0.459125
0.131250,0.404479
0.035000,0.342899
0.297500,0.335333
0.210000,0.314444
0.673750,0.374328
0.262500,0.355690
0.192500,0.328492
0.210000,0.308743
0.341250,0.314161
-0.192500,0.229718
-0.148750,0.166640
0.560000,0.232200
0.726250,0.314541
0.201250,0.295660
0.245000,0.287216
0.420000,0.309347
0.472500,0.336539
0.542500,0.370866
0.805000,0.443222
0.026250,0.373726
0.358750,0.371230
0.166250,0.337067
0.455000,0.356722
0.288750,0.345394
0.551250,0.379703
0.551250,0.408294
0.227500,0.378162
0.315000,0.367635
0.393750,0.371987
0.061250,0.320198
-0.183750,0.236207
0.490000,0.278505
0.533750,0.321046
0.743750,0.391497
0.201250,0.359789
0.376250,0.362533
-0.070000,0.290444
0.358750,0.301828
0.446250,0.325898
0.533750,0.360540
-0.227500,0.262534
0.490000,0.300445
0.638750,0.356829
0.078750,0.310482
0.411250,0.327277
0.306250,0.323773
0.227500,0.307727
0.218750,0.292898
0.813750,0.379706
0.612500,0.418505
0.481250,0.428963
0.358750,0.417261
0.560000,0.441051
0.770000,0.495875
0.017500,0.416146
0.140000,0.370122
0.148750,0.333227
0.428750,0.349147
0.393750,0.356581
0.148750,0.321942
0.323750,0.322244
0.761250,0.395411
0.236250,0.368885
0.691250,0.422612
0.122500,0.372593
0.008750,0.311953
0.192500,0.292044
0.376250,0.306078
0.831250,0.393607
0.070000,0.339672
-0.052500,0.274310
0.577500,0.324842
0.455000,0.346535
-0.236250,0.249404
0.507500,0.292420
0.516250,0.329725
0.227500,0.312688
0.446250,0.334948
0.446250,0.353498
0.892500,0.443332
0.507500,0.454027
0.280000,0.425022
0.428750,0.425643
0.262500,0.398453
0.078750,0.345169
0.708750,0.405766
0.385000,0.402305
0.735000,0.457754
0.682500,0.495212
-0.052500,0.403926
0.332500,0.392022
0.455000,0.402518
0.122500,0.355849
0.332500,0.351957
0.315000,0.345798
0.525000,0.375665
0.490000,0.394721
0.796250,0.461642
0.367500,0.445952
0.656250,0.481002
0.542500,0.491251
0.096250,0.425418
0.105000,0.372015
0.420000,0.380012
0.953750,0.475635
0.455000,0.472196
0.367500,0.454747
0.516250,0.464997
0.691250,0.502706
0.236250,0.458297
0.253750,0.424206
0.166250,0.381213
0.761250,0.444552
0.840000,0.510460
0.210000,0.460384
0.673750,0.495945
0.350000,0.471621
0.280000,0.439684
0.665000,0.477237
0.358750,0.457489
0.227500,0.419157
1.041250,0.522839
0.700000,0.552366
0.061250,0.470513
0.096250,0.408136
0.157500,0.366364
0.201250,0.338845
-0.157500,0.256121
0.621250,0.316975
0.787500,0.395396
0.376250,0.392205
0.708750,0.444963
0.218750,0.407261
0.183750,0.370009
0.481250,0.388549
0.306250,0.374832
0.481250,0.392569
0.026250,0.331516
0.008750,0.277721
0.533750,0.320393
0.490000,0.348661
0.420000,0.360551
0.735000,0.422959
-0.271250,0.307257
0.350000,0.314381
0.577500,0.358234
0.603750,0.399154
0.805000,0.466795
-0.271250,0.343787
0.875000,0.432323
0.402500,0.427352
0.446250,0.430502
0.035000,0.364585
0.183750,0.334446
0.402500,0.345788
0.061250,0.298365
0.227500,0.286554
0.113750,0.257754
0.936250,0.370836
0.271250,0.354239
0.192500,0.327282
0.420000,0.342735
0.402500,0.352696
0.175000,0.323080
0.210000,0.304233
0.595000,0.352694
0.437500,0.366829
0.271250,0.350899
0.647500,0.400332
0.542500,0.424027
0.665000,0.464189
0.236250,0.426199
-0.140000,0.331833
0.490000,0.358194
0.612500,0.400578
0.525000,0.421315
0.971250,0.512971
0.411250,0.496018
0.105000,0.430848
0.376250,0.421748
0.306250,0.402499
0.796250,0.468124
0.306250,0.441145
0.402500,0.434704
0.376250,0.424962
2.161250,0.714343
0.647500,0.703203
0.026250,0.590377
-0.105000,0.474481
0.367500,0.456651
0.586250,0.478251
0.428750,0.470001
0.271250,0.436875
0.271250,0.409271
0.673750,0.453351
0.043750,0.385084
0.358750,0.380695
-0.271250,0.272038
0.148750,0.251490
0.586250,0.307283
0.070000,0.267736
0.227500,0.261030
0.122500,0.237942
0.157500,0.224535
-0.201250,0.153571
0.498750,0.211100
0.078750,0.189042
0.612500,0.259618
0.367500,0.277599
0.463750,0.308624
0.157500,0.283437
0.175000,0.265364
0.140000,0.244470
0.411250,0.272267
0.420000,0.296889
0.236250,0.286782
0.446250,0.313360
-0.218750,0.224675
0.166250,0.214938
0.122500,0.199531
0.166250,0.193984
0.210000,0.196654
0.673750,0.276170
0.017500,0.233058
0.551250,0.286090
0.665000,0.349242
0.306250,0.342076
0.140000,0.308397
0.428750,0.328456
0.411250,0.342255
-0.035000,0.279379
0.297500,0.282399
0.131250,0.257208
0.288750,0.262465
0.551250,0.310596
0.498750,0.341955
0.078750,0.298087
0.070000,0.260073
-0.113750,0.197769
0.210000,0.199807
0.498750,0.249631
0.201250,0.241568
0.796250,0.334015
0.665000,0.389179
0.586250,0.422024
0.271250,0.396895
0.323750,0.384704
0.070000,0.332254
0.350000,0.335211
0.227500,0.317259
0.148750,0.289174
0.595000,0.340145
-0.140000,0.260121
0.656250,0.326143
0.297500,0.321369
0.201250,0.301349
0.525000,0.338624
0.402500,0.349270
0.306250,0.342100
0.393750,0.350708
0.437500,0.365174
0.227500,0.342228
0.726250,0.406232
0.323750,0.392485
0.822500,0.464154
0.253750,0.429087
0.315000,0.410072
0.586250,0.439435
0.402500,0.433279
0.953750,0.520024
0.516250,0.519395
0.446250,0.507204
0.166250,0.450379
0.393750,0.440941
-0.105000,0.349950
0.743750,0.415584
0.682500,0.460070
0.638750,0.489850
0.078750,0.421333
0.000000,0.351111
0.848750,0.434051
0.446250,0.436084
-0.035000,0.357570
0.192500,0.330058
0.148750,0.299840
0.070000,0.261534
0.350000,0.276278
0.113750,0.249190
0.481250,0.287867
0.262500,0.283639
0.385000,0.300532
0.735000,0.372944
0.481250,0.390995
0.665000,0.436662
0.778750,0.493677
0.385000,0.475564
0.297500,0.445887
0.288750,0.419697
0.061250,0.359956
0.840000,0.439963
0.315000,0.419136
0.516250,0.435322
0.463750,0.440060
0.078750,0.379842
0.315000,0.369035
0.997500,0.473779
0.770000,0.523149
0.910000,0.587624
0.245000,0.530520
0.743750,0.566058
0.253750,0.514007
-0.148750,0.403548
0.437500,0.409206
0.140000,0.364339
0.227500,0.341532
0.525000,0.372110
0.096250,0.326133
0.481250,0.351986
-0.236250,0.253947
0.656250,0.320997
0.332500,0.322914
0.035000,0.274929
0.140000,0.252441
0.542500,0.300784
0.437500,0.323570
0.201250,0.303183
0.472500,0.331403
0.402500,0.343252
0.525000,0.373544
0.367500,0.372536
-0.043750,0.303155
0.428750,0.324088
0.568750,0.364865
0.350000,0.362387
0.262500,0.345739
0.848750,0.429575
0.665000,0.468812
0.035000,0.396510
0.236250,0.369800
0.621250,0.411708
0.393750,0.408715
0.568750,0.435388
0.490000,0.444490
0.218750,0.406867
0.175000,0.368222
0.402500,0.373935
0.035000,0.317446
0.061250,0.274747
0.280000,0.275622
-0.008750,0.228227
0.253750,0.232481
0.507500,0.278317
0.481250,0.312139
0.787500,0.391366
0.595000,0.425305
0.140000,0.377754
0.341250,0.371670
0.367500,0.370975
-0.297500,0.259563
0.297500,0.265886
0.428750,0.293030
0.271250,0.289400
0.297500,0.290750
0.280000,0.288958
0.192500,0.272882
0.122500,0.247818
0.262500,0.250265
0.621250,0.312096
0.315000,0.312580
0.271250,0.305692
0.061250,0.264951
0.253750,0.263084
0.428750,0.290695
0.288750,0.290371
0.831250,0.380518
0.525000,0.404598
0.656250,0.446540
0.516250,0.458158
0.113750,0.400757
0.551250,0.425839
0.647500,0.462783
