54, 30, -5,
63, -3, 66,
53, 35, 54,
117, 31, 97,
72, -4, 98,
94, 32, 86,
70, 19, -4,
86, 24, 54,
85, 34, 78,
101, 40, 85,
78, 0, 26,
103, 59, 67,
77, 36, 32,
131, 37, 36,
81, 9, 72,
108, 45, 107,
87, -27, 92,
106, 2, 76,
143, 20, 90,
78, -5, 57,
131, 44, 1,
126, 3, 63,
61, 26, 15,
78, -8, 67,
127, 29, 35,
104, 11, 61,
95, 23, 82,
105, 14, 47,
132, 4, 75,
75, 26, 35,
63, -6, 81,
157, 35, 57,
101, 55, 111,
120, 7, 56,
82, 45, 44,
110, 48, 13,
74, 9, 95,
84, 54, 51,
145, -36, 48,
119, -3, 69,
118, 49, 66,
95, 2, 55,
125, 22, 72,
95, 4, 66,
143, 65, 36,
36, 7, 69,
78, 0, 102,
107, -7, 57,
134, 68, 77,
102, 30, 75,
142, 17, 80,
83, 26, 75,
119, 34, 80,
101, 6, 17,
135, 5, 88,
113, 23, 56,
73, 27, 52,
74, 17, 60,
73, 25, 103,
80, 14, 4,
111, 85, 12,
119, 33, 84,
57, 45, 76,
137, 25, 40,
84, 22, 119,
74, -31, 82,
109, 69, 75,
83, -33, 27,
91, 58, 51,
121, 8, 58,
136, 29, 36,
125, 16, 58,
104, 15, 88,
113, 18, 37,
95, 50, 100,
100, -10, 106,
109, 7, 91,
105, 34, 72,
80, 55, 68,
105, -3, 40,
64, -10, 74,
125, 19, 19,
64, 32, 44,
135, 61, 65,
105, 18, 79,
97, 86, 51,
75, 6, 82,
86, 92, 87,
90, 71, 66,
63, 20, 45,
125, 14, 53,
113, -8, 79,
88, -32, 82,
89, -8, 72,
73, -9, 71,
99, -21, 35,
82, 34, 65,
65, 60, 27,
91, 45, 57,
134, 46, 28,
123, 53, 83,
102, -1, 12,
118, 26, 69,
156, 69, 79,
92, 9, 46,
143, 53, 62,
61, 18, 60,
141, 40, 105,
75, -27, 40,
91, 35, 42,
57, 20, 120,
70, -16, 31,
67, 6, 78,
82, 28, 57,
121, 44, 119,
100, -8, 73,
55, 24, 70,
125, 53, 44,
71, 30, -3,
112, 2, 33,
68, -13, 63,
